Beat1,Beat2,Correlation
2532,2311,0.209061109
322,1312,0.20897332
1312,322,0.20897332
825,1211,0.208944475
1211,825,0.208944475
1215,215,0.208917454
215,1215,0.208917454
1331,1733,0.208619192
1733,1331,0.208619192
312,1324,0.208521057
1324,312,0.208521057
2122,611,0.208400746
611,2122,0.208400746
2133,831,0.208391715
831,2133,0.208391715
2535,2331,0.208383062
2331,2535,0.208383062
2312,2233,0.208345692
2233,2312,0.208345692
2332,935,0.208241023
935,2332,0.208241023
523,1331,0.208191544
1331,523,0.208191544
114,1921,0.208050702
1921,114,0.208050702
2532,1311,0.207971512
1311,2532,0.207971512
1814,1924,0.207961976
1924,1814,0.207961976
1311,523,0.207935485
523,1311,0.207935485
1522,1331,0.207925731
1331,1522,0.207925731
1331,512,0.207858802
512,1331,0.207858802
215,1235,0.207856026
1235,215,0.207856026
2532,1333,0.207656517
1333,2532,0.207656517
312,1332,0.207637245
1332,312,0.207637245
924,2122,0.207631541
2122,924,0.207631541
824,1323,0.20744361
1323,824,0.20744361
2312,914,0.207348503
914,2312,0.207348503
831,134,0.207332882
134,831,0.207332882
233,1523,0.207311792
1523,233,0.207311792
2324,2433,0.207207319
2433,2324,0.207207319
1324,813,0.207105372
813,1324,0.207105372
832,132,0.207015351
132,832,0.207015351
2024,1313,0.206922033
1313,2024,0.206922033
1214,114,0.206871507
114,1214,0.206871507
421,1331,0.206788554
1331,421,0.206788554
234,1324,0.206659542
1324,234,0.206659542
714,1211,0.206643799
1211,714,0.206643799
313,2123,0.206616593
2123,313,0.206616593
421,1323,0.206606434
1323,421,0.206606434
1323,934,0.206567238
934,1323,0.206567238
421,1311,0.206532203
1311,421,0.206532203
1323,2532,0.206524025
2532,1323,0.206524025
715,1312,0.206518864
1312,715,0.206518864
1323,713,0.206456816
713,1323,0.206456816
2332,1522,0.206307995
1522,2332,0.206307995
2122,313,0.206172717
313,2122,0.206172717
823,1312,0.206158809
1312,823,0.206158809
1332,2233,0.206071266
2233,1332,0.206071266
2323,914,0.206036597
914,2323,0.206036597
2313,935,0.206015505
935,2313,0.206015505
1332,813,0.206012368
813,1332,0.206012368
132,1923,0.205937738
1923,132,0.205937738
726,1333,0.205928727
1333,726,0.205928727
2322,914,0.20586966
914,2322,0.20586966
1311,924,0.205734431
924,1311,0.205734431
1834,1832,0.205585314
1832,1834,0.205585314
611,1322,0.205560015
1322,611,0.205560015
512,1324,0.205546848
1324,512,0.205546848
2111,735,0.205451848
735,2111,0.205451848
1523,2331,0.205427167
2331,1523,0.205427167
1311,1212,0.20537167
1212,1311,0.20537167
1312,2422,0.205307639
2422,1312,0.205307639
1921,111,0.205259629
111,1921,0.205259629
413,1331,0.205233224
1331,413,0.205233224
1511,1332,0.205083093
1332,1511,0.205083093
2532,2122,0.205081677
2122,2532,0.205081677
1732,1323,0.204848652
1323,1732,0.204848652
825,423,0.204848086
423,825,0.204848086
313,2312,0.20483282
2312,313,0.20483282
1332,611,0.204819853
611,1332,0.204819853
2512,1313,0.204814105
1313,2512,0.204814105
2124,735,0.204810893
735,2124,0.204810893
1331,713,0.204795496
713,1331,0.204795496
1733,1312,0.20476529
1312,1733,0.20476529
2131,612,0.204657745
612,2131,0.204657745
2535,2123,0.204620355
2123,2535,0.204620355
233,321,0.204598654
321,233,0.204598654
1413,1312,0.204596706
1312,1413,0.204596706
1523,2312,0.204567677
2312,1523,0.204567677
1322,822,0.204557029
822,1322,0.204557029
2535,2131,0.204514695
2131,2535,0.204514695
611,1323,0.204510513
1323,611,0.204510513
313,825,0.204461099
825,313,0.204461099
1324,523,0.204458558
523,1324,0.204458558
1324,2511,0.204453325
2511,1324,0.204453325
823,1313,0.204429908
1313,823,0.204429908
832,2122,0.204408728
2122,832,0.204408728
2132,423,0.2043675
423,2132,0.2043675
122,2312,0.204365228
2312,122,0.204365228
1312,611,0.204208448
611,1312,0.204208448
822,1331,0.204083733
1331,822,0.204083733
1312,424,0.20405275
424,1312,0.20405275
1433,1332,0.204033289
1332,1433,0.204033289
1312,1731,0.203993481
1731,1312,0.203993481
1423,1333,0.203892495
1333,1423,0.203892495
1215,212,0.203889007
212,1215,0.203889007
2332,2535,0.203822844
2535,2332,0.203822844
1313,1522,0.203759328
1522,1313,0.203759328
1331,1821,0.203674271
1821,1331,0.203674271
2113,634,0.203658554
634,2113,0.203658554
2124,2532,0.203629574
2532,2124,0.203629574
2112,1523,0.203615377
1523,2112,0.203615377
233,823,0.203563766
823,233,0.203563766
1431,2312,0.203415627
2312,1431,0.203415627
1923,313,0.20335666
313,1923,0.20335666
2433,1313,0.203188049
1313,2433,0.203188049
1312,1832,0.203121301
1832,1312,0.203121301
1523,2122,0.203042988
2122,1523,0.203042988
1423,1332,0.202794679
1332,1423,0.202794679
611,132,0.202766011
132,611,0.202766011
2333,1522,0.202722787
1522,2333,0.202722787
813,1323,0.202651741
1323,813,0.202651741
1733,1311,0.202622541
1311,1733,0.202622541
1423,1323,0.202596634
1323,1423,0.202596634
2312,611,0.20253881
611,2312,0.20253881
1523,2131,0.202471253
2131,1523,0.202471253
2313,831,0.20244437
831,2313,0.20244437
234,2132,0.202427954
2132,234,0.202427954
2312,634,0.202401993
634,2312,0.202401993
924,2123,0.202219462
2123,924,0.202219462
2133,1523,0.202133411
1523,2133,0.202133411
2532,1331,0.202106386
1331,2532,0.202106386
111,121,0.201947918
121,111,0.201947918
2332,421,0.201857638
421,2332,0.201857638
1915,1911,0.2018468
1911,1915,0.2018468
2113,935,0.20182101
935,2113,0.20182101
523,1323,0.201757189
1323,523,0.201757189
2511,2332,0.201749324
2332,2511,0.201749324
1332,1431,0.201709512
1431,1332,0.201709512
1914,1911,0.201708425
1911,1914,0.201708425
1211,134,0.201694364
134,1211,0.201694364
831,2323,0.201692943
2323,831,0.201692943
712,1311,0.201638676
1311,712,0.201638676
2233,2322,0.201615321
2322,2233,0.201615321
823,2312,0.201605321
2312,823,0.201605321
1932,1313,0.20158008
1313,1932,0.20158008
2124,2535,0.201564333
2535,2124,0.201564333
1333,1732,0.201506567
1732,1333,0.201506567
1212,2123,0.201455779
2123,1212,0.201455779
715,1313,0.201413142
1313,715,0.201413142
324,1332,0.201404004
1332,324,0.201404004
831,825,0.201257355
825,831,0.201257355
1522,2313,0.2012124
2313,1522,0.2012124
2124,1135,0.20119782
1135,2124,0.20119782
2111,1211,0.201130997
1211,2111,0.201130997
131,2132,0.201047826
2132,131,0.201047826
2123,122,0.200888212
122,2123,0.200888212
421,2312,0.200887977
2312,421,0.200887977
1431,2122,0.200871227
2122,1431,0.200871227
1332,1413,0.200861543
1413,1332,0.200861543
212,1221,0.200857508
1221,212,0.200857508
714,2332,0.200851911
2332,714,0.200851911
132,714,0.200829706
714,132,0.200829706
423,1322,0.200760691
1322,423,0.200760691
634,2311,0.20068962
2311,634,0.20068962
1723,1323,0.200678111
1323,1723,0.200678111
735,2132,0.200602948
2132,735,0.200602948
634,1311,0.200596664
1311,634,0.200596664
715,1324,0.200553295
1324,715,0.200553295
2132,1422,0.200552772
1422,2132,0.200552772
221,1915,0.20053194
1915,221,0.20053194
735,1332,0.200492296
1332,735,0.200492296
1834,1924,0.200456025
1924,1834,0.200456025
2024,1333,0.200327818
1333,2024,0.200327818
312,1322,0.200320784
1322,312,0.200320784
132,735,0.20030285
735,132,0.20030285
1211,831,0.200256057
831,1211,0.200256057
522,1313,0.200102888
1313,522,0.200102888
2123,1931,0.200010318
1931,2123,0.200010318
2535,1332,0.199965933
1332,2535,0.199965933
1523,2113,0.199912044
2113,1523,0.199912044
1814,1423,0.199874949
1423,1814,0.199874949
411,1433,0.199838683
1433,411,0.199838683
2233,132,0.199782744
132,2233,0.199782744
421,2123,0.1997645
2123,421,0.1997645
1424,1924,0.199755703
1924,1424,0.199755703
2123,634,0.199678844
634,2123,0.199678844
1322,512,0.199634274
512,1322,0.199634274
2122,735,0.199631828
735,2122,0.199631828
2311,1923,0.199624808
1923,2311,0.199624808
934,1324,0.19958146
1324,934,0.19958146
2131,1135,0.199560755
1135,2131,0.199560755
2322,831,0.199381887
831,2322,0.199381887
1431,2132,0.199361229
2132,1431,0.199361229
1324,1931,0.199262759
1931,1324,0.199262759
1833,1834,0.199208466
1834,1833,0.199208466
1832,1332,0.199173589
1332,1832,0.199173589
914,1332,0.199109606
1332,914,0.199109606
2312,832,0.199103692
832,2312,0.199103692
1732,1324,0.199088363
1324,1732,0.199088363
114,112,0.199077258
112,114,0.199077258
1212,2324,0.199036951
2324,1212,0.199036951
1324,1733,0.19896178
1733,1324,0.19896178
1322,1422,0.198956162
1422,1322,0.198956162
313,1313,0.198873827
1313,313,0.198873827
2525,1311,0.198827612
1311,2525,0.198827612
735,1322,0.198786123
1322,735,0.198786123
735,233,0.198645146
233,735,0.198645146
522,1333,0.198640136
1333,522,0.198640136
2332,313,0.198639409
313,2332,0.198639409
233,424,0.19860159
424,233,0.19860159
111,225,0.198592625
225,111,0.198592625
2024,1324,0.198590222
1324,2024,0.198590222
1211,2331,0.19847987
2331,1211,0.19847987
122,2122,0.198409793
2122,122,0.198409793
612,2324,0.198357428
2324,612,0.198357428
1925,111,0.198340694
111,1925,0.198340694
312,1323,0.198309696
1323,312,0.198309696
735,1323,0.198097437
1323,735,0.198097437
2122,1422,0.198063881
1422,2122,0.198063881
2112,914,0.198054939
914,2112,0.198054939
2233,2333,0.198036184
2333,2233,0.198036184
2233,1324,0.197877527
1324,2233,0.197877527
2112,935,0.197838515
935,2112,0.197838515
2313,131,0.197818296
131,2313,0.197818296
823,1322,0.197816261
1322,823,0.197816261
2113,735,0.1977474
735,2113,0.1977474
1313,824,0.197703882
824,1313,0.197703882
2324,1931,0.197677923
1931,2324,0.197677923
1322,912,0.197677645
912,1322,0.197677645
2333,935,0.19762472
935,2333,0.19762472
1322,1523,0.197584413
1523,1322,0.197584413
423,2123,0.197464972
2123,423,0.197464972
735,2331,0.197425718
2331,735,0.197425718
421,1332,0.197389492
1332,421,0.197389492
2311,914,0.197357041
914,2311,0.197357041
1931,2332,0.197311584
2332,1931,0.197311584
1324,1522,0.197257482
1522,1324,0.197257482
1331,1832,0.197245922
1832,1331,0.197245922
2132,2532,0.197240752
2532,2132,0.197240752
122,2124,0.197134689
2124,122,0.197134689
2313,924,0.197020488
924,2313,0.197020488
1323,323,0.196991539
323,1323,0.196991539
2233,233,0.196919717
233,2233,0.196919717
1311,522,0.196888777
522,1311,0.196888777
1323,1511,0.196794599
1511,1323,0.196794599
2312,2511,0.196672956
2511,2312,0.196672956
1225,1935,0.196644221
1935,1225,0.196644221
2113,2233,0.196638561
2233,2113,0.196638561
411,1323,0.196636249
1323,411,0.196636249
2511,2123,0.196589551
2123,2511,0.196589551
1433,132,0.196563724
132,1433,0.196563724
822,1332,0.196434752
1332,822,0.196434752
424,2331,0.196417907
2331,424,0.196417907
611,2113,0.196381076
2113,611,0.196381076
2323,122,0.196283557
122,2323,0.196283557
421,825,0.196256133
825,421,0.196256133
1331,824,0.196249872
824,1331,0.196249872
1931,2122,0.196230454
2122,1931,0.196230454
1322,2233,0.196103232
2233,1322,0.196103232
2024,1312,0.19609936
1312,2024,0.19609936
1323,1421,0.196007757
1421,1323,0.196007757
1135,233,0.195986883
233,1135,0.195986883
2333,1523,0.19585224
1523,2333,0.19585224
1322,2535,0.195755731
2535,1322,0.195755731
832,2331,0.195689996
2331,832,0.195689996
1333,313,0.195675189
313,1333,0.195675189
132,2535,0.195611409
2535,132,0.195611409
735,2324,0.195516467
2324,735,0.195516467
1333,713,0.195478968
713,1333,0.195478968
1311,824,0.195450627
824,1311,0.195450627
2123,822,0.195374906
822,2123,0.195374906
1821,1211,0.195301979
1211,1821,0.195301979
1332,2511,0.195259203
2511,1332,0.195259203
421,2132,0.194967519
2132,421,0.194967519
2111,611,0.194849475
611,2111,0.194849475
1312,1511,0.194846462
1511,1312,0.194846462
2111,2233,0.194738877
2233,2111,0.194738877
1333,2535,0.194715376
2535,1333,0.194715376
321,1332,0.19467571
1332,321,0.19467571
2024,1332,0.19463443
1332,2024,0.19463443
726,2124,0.194573454
2124,726,0.194573454
2311,2511,0.19454347
2511,2311,0.19454347
1322,131,0.194525723
131,1322,0.194525723
1812,1924,0.194472881
1924,1812,0.194472881
423,132,0.194465951
132,423,0.194465951
735,2312,0.194430091
2312,735,0.194430091
2131,122,0.194370194
122,2131,0.194370194
131,2311,0.194367174
2311,131,0.194367174
825,912,0.194333602
912,825,0.194333602
735,1312,0.194219541
1312,735,0.194219541
133,235,0.194198677
235,133,0.194198677
624,1311,0.194075786
1311,624,0.194075786
612,1311,0.194015892
1311,612,0.194015892
1732,1322,0.193991265
1322,1732,0.193991265
2111,935,0.193981483
935,2111,0.193981483
1333,321,0.19392173
321,1333,0.19392173
924,2113,0.193829188
2113,924,0.193829188
1222,1235,0.193819551
1235,1222,0.193819551
424,2123,0.193773561
2123,424,0.193773561
1323,1931,0.193752273
1931,1323,0.193752273
1322,1821,0.193691041
1821,1322,0.193691041
1323,532,0.193689652
532,1323,0.193689652
1723,1313,0.193575455
1313,1723,0.193575455
2024,825,0.19356024
825,2024,0.19356024
233,714,0.193516533
714,233,0.193516533
1925,221,0.19342959
221,1925,0.19342959
2133,421,0.193413744
421,2133,0.193413744
2331,1522,0.193350975
1522,2331,0.193350975
1412,1332,0.193349675
1332,1412,0.193349675
912,2233,0.193316208
2233,912,0.193316208
1433,2312,0.19327723
2312,1433,0.19327723
832,2233,0.193271947
2233,832,0.193271947
2112,832,0.193252463
832,2112,0.193252463
313,1332,0.193208838
1332,313,0.193208838
2123,832,0.19319326
832,2123,0.19319326
1522,2131,0.193151668
2131,1522,0.193151668
823,1333,0.193127129
1333,823,0.193127129
1312,522,0.193115469
522,1312,0.193115469
1523,2323,0.193072963
2323,1523,0.193072963
1322,324,0.193028762
324,1322,0.193028762
2124,621,0.192962591
621,2124,0.192962591
1331,1511,0.192912189
1511,1331,0.192912189
1211,2333,0.192890792
2333,1211,0.192890792
212,133,0.192879201
133,212,0.192879201
1921,1215,0.192643765
1215,1921,0.192643765
1323,2514,0.192548914
2514,1323,0.192548914
1311,711,0.192442154
711,1311,0.192442154
131,1313,0.192407011
1313,131,0.192407011
221,235,0.192406039
235,221,0.192406039
914,132,0.192400697
132,914,0.192400697
2132,424,0.192277171
424,2132,0.192277171
134,914,0.192237686
914,134,0.192237686
1323,624,0.192234234
624,1323,0.192234234
234,1312,0.192226953
1312,234,0.192226953
924,2312,0.192222465
2312,924,0.192222465
1312,1423,0.192177332
1423,1312,0.192177332
1333,424,0.19216859
424,1333,0.19216859
1812,1323,0.192156516
1323,1812,0.192156516
1311,621,0.192102891
621,1311,0.192102891
233,1212,0.192098675
1212,233,0.192098675
2123,2531,0.192091377
2531,2123,0.192091377
1235,1921,0.192069658
1921,1235,0.192069658
1522,2124,0.192069494
2124,1522,0.192069494
1312,711,0.192000957
711,1312,0.192000957
233,634,0.191985168
634,233,0.191985168
131,2323,0.191876371
2323,131,0.191876371
715,2122,0.19184035
2122,715,0.19184035
1313,914,0.191828466
914,1313,0.191828466
2122,234,0.191750548
234,2122,0.191750548
2122,1923,0.191685902
1923,2122,0.191685902
1331,324,0.19168252
324,1331,0.19168252
1723,2131,0.191638878
2131,1723,0.191638878
2525,1332,0.191506452
1332,2525,0.191506452
2131,2531,0.191452771
2531,2131,0.191452771
2324,512,0.191277879
512,2324,0.191277879
1135,2331,0.191233318
2331,1135,0.191233318
111,1215,0.191145214
1215,111,0.191145214
522,1324,0.191119498
1324,522,0.191119498
1313,323,0.191104072
323,1313,0.191104072
714,2323,0.191012699
2323,714,0.191012699
2324,1211,0.190924384
1211,2324,0.190924384
2531,134,0.190898989
134,2531,0.190898989
634,134,0.190851645
134,634,0.190851645
413,233,0.1905999
233,413,0.1905999
413,825,0.190537417
825,413,0.190537417
1312,2512,0.190493467
2512,1312,0.190493467
234,2113,0.190412011
2113,234,0.190412011
621,832,0.190395114
832,621,0.190395114
1433,1331,0.190297474
1331,1433,0.190297474
114,1235,0.190282645
1235,114,0.190282645
2122,424,0.190255534
424,2122,0.190255534
1333,822,0.190230974
822,1333,0.190230974
2131,1211,0.190213148
1211,2131,0.190213148
2123,1422,0.190197387
1422,2123,0.190197387
1324,1723,0.190188433
1723,1324,0.190188433
322,1333,0.19018443
1333,322,0.19018443
132,813,0.190166938
813,132,0.190166938
2313,823,0.190153619
823,2313,0.190153619
2511,2131,0.19014276
2131,2511,0.19014276
114,1225,0.190100032
1225,114,0.190100032
423,832,0.190090169
832,423,0.190090169
822,1324,0.190067232
1324,822,0.190067232
2112,823,0.190035933
823,2112,0.190035933
1312,411,0.189987779
411,1312,0.189987779
934,1331,0.189971407
1331,934,0.189971407
2233,1331,0.189954001
1331,2233,0.189954001
1312,324,0.189863207
324,1312,0.189863207
634,2332,0.18980151
2332,634,0.18980151
713,1422,0.18974819
1422,713,0.18974819
2024,1323,0.18967734
1323,2024,0.18967734
1832,1433,0.189654511
1433,1832,0.189654511
2535,2324,0.189609983
2324,2535,0.189609983
1833,1333,0.189564947
1333,1833,0.189564947
1211,823,0.189562218
823,1211,0.189562218
2122,1421,0.189554324
1421,2122,0.189554324
712,1313,0.189499993
1313,712,0.189499993
2132,1135,0.1894982
1135,2132,0.1894982
2233,2313,0.189350773
2313,2233,0.189350773
2311,423,0.189287747
423,2311,0.189287747
825,813,0.18926567
813,825,0.18926567
1422,1423,0.189183971
1423,1422,0.189183971
1211,832,0.189177473
832,1211,0.189177473
2511,2132,0.189168511
2132,2511,0.189168511
1311,723,0.18916047
723,1311,0.18916047
2535,2311,0.18909917
2311,2535,0.18909917
2332,823,0.189025721
823,2332,0.189025721
2123,234,0.188989396
234,2123,0.188989396
2132,1433,0.188971422
1433,2132,0.188971422
1333,634,0.188960148
634,1333,0.188960148
2323,1433,0.188916345
1433,2323,0.188916345
1324,2512,0.188835427
2512,1324,0.188835427
1723,2311,0.188792068
2311,1723,0.188792068
2131,321,0.18873957
321,2131,0.18873957
824,1324,0.188725323
1324,824,0.188725323
2111,1431,0.188627297
1431,2111,0.188627297
1311,324,0.188613066
324,1311,0.188613066
1333,1511,0.188580476
1511,1333,0.188580476
1331,1723,0.188522514
1723,1331,0.188522514
735,2313,0.188511755
2313,735,0.188511755
1412,1331,0.188466825
1331,1412,0.188466825
122,2332,0.188452832
2332,122,0.188452832
1332,1932,0.188448079
1932,1332,0.188448079
2514,1311,0.188446422
1311,2514,0.188446422
1312,131,0.188329675
131,1312,0.188329675
1323,915,0.188283276
915,1323,0.188283276
726,825,0.188282413
825,726,0.188282413
714,2123,0.18824667
2123,714,0.18824667
2313,421,0.188195444
421,2313,0.188195444
323,831,0.188161967
831,323,0.188161967
1311,2533,0.188094465
2533,1311,0.188094465
1831,1832,0.187948317
1832,1831,0.187948317
1511,233,0.187899461
233,1511,0.187899461
321,2123,0.187843621
2123,321,0.187843621
2535,2312,0.187842608
2312,2535,0.187842608
1821,825,0.187761396
825,1821,0.187761396
2122,2433,0.187748867
2433,2122,0.187748867
813,2311,0.187675348
2311,813,0.187675348
2532,1324,0.187620474
1324,2532,0.187620474
2132,511,0.187610145
511,2132,0.187610145
2323,1431,0.18757873
1431,2323,0.18757873
1324,713,0.187568888
713,1324,0.187568888
313,421,0.187521413
421,313,0.187521413
1323,822,0.187503319
822,1323,0.187503319
1431,1433,0.187498789
1433,1431,0.187498789
212,1214,0.187437477
1214,212,0.187437477
512,412,0.187338375
412,512,0.187338375
715,2313,0.187331978
2313,715,0.187331978
2233,1311,0.187285093
1311,2233,0.187285093
811,1312,0.187248517
1312,811,0.187248517
2422,1313,0.187161186
1313,2422,0.187161186
1834,1814,0.187147674
1814,1834,0.187147674
2322,634,0.187147033
634,2322,0.187147033
312,1422,0.186993285
1422,312,0.186993285
1522,132,0.186990098
132,1522,0.186990098
1413,1323,0.186962078
1323,1413,0.186962078
1332,624,0.186907991
624,1332,0.186907991
1523,423,0.186905409
423,1523,0.186905409
1331,712,0.186904517
712,1331,0.186904517
1932,1431,0.186852178
1431,1932,0.186852178
1324,624,0.186847563
624,1324,0.186847563
1832,1322,0.186830102
1322,1832,0.186830102
825,735,0.186775048
735,825,0.186775048
2511,1331,0.18670726
1331,2511,0.18670726
2333,131,0.186678539
131,2333,0.186678539
1833,1323,0.186565885
1323,1833,0.186565885
114,1215,0.186513202
1215,114,0.186513202
711,1313,0.186501622
1313,711,0.186501622
1915,1214,0.186498336
1214,1915,0.186498336
413,1322,0.186474137
1322,413,0.186474137
2133,131,0.186464054
131,2133,0.186464054
2323,313,0.186386966
313,2323,0.186386966
1332,1733,0.18632699
1733,1332,0.18632699
1333,2511,0.186289215
2511,1333,0.186289215
512,832,0.186210467
832,512,0.186210467
1212,1812,0.186155237
1812,1212,0.186155237
1513,823,0.186152353
823,1513,0.186152353
911,914,0.186077776
914,911,0.186077776
1332,322,0.186029036
322,1332,0.186029036
911,823,0.186016225
823,911,0.186016225
1312,1421,0.186010225
1421,1312,0.186010225
1323,711,0.185971184
711,1323,0.185971184
823,1814,0.18591908
1814,823,0.18591908
323,1331,0.185888974
1331,323,0.185888974
912,823,0.185848148
823,912,0.185848148
713,825,0.185816686
825,713,0.185816686
825,523,0.185808582
523,825,0.185808582
2132,811,0.185792491
811,2132,0.185792491
1332,413,0.185771592
413,1332,0.185771592
813,2313,0.185770756
2313,813,0.185770756
1331,711,0.185766253
711,1331,0.185766253
825,935,0.185761577
935,825,0.185761577
233,725,0.185670148
725,233,0.185670148
1324,915,0.18565779
915,1324,0.18565779
1324,1423,0.18565639
1423,1324,0.18565639
2331,714,0.18562462
714,2331,0.18562462
1313,532,0.185595188
532,1313,0.185595188
1313,234,0.185514342
234,1313,0.185514342
2331,1832,0.185491906
1832,2331,0.185491906
1324,1724,0.185462842
1724,1324,0.185462842
2324,423,0.185395662
423,2324,0.185395662
1311,312,0.185391596
312,1311,0.185391596
1323,913,0.185342671
913,1323,0.185342671
1523,2111,0.185300478
2111,1523,0.185300478
735,2332,0.185282365
2332,735,0.185282365
1834,1831,0.185169071
1831,1834,0.185169071
2122,421,0.185012816
421,2122,0.185012816
1332,824,0.184995629
824,1332,0.184995629
1422,2311,0.184937438
2311,1422,0.184937438
1932,1322,0.184919241
1322,1932,0.184919241
2511,2333,0.184905949
2333,2511,0.184905949
1322,813,0.184863917
813,1322,0.184863917
131,2123,0.184850534
2123,131,0.184850534
2123,1733,0.184789147
1733,2123,0.184789147
2313,2535,0.184751113
2535,2313,0.184751113
411,1331,0.184713949
1331,411,0.184713949
914,2133,0.184704472
2133,914,0.184704472
2333,1832,0.184535286
1832,2333,0.184535286
423,2131,0.184457524
2131,423,0.184457524
1523,832,0.184450182
832,1523,0.184450182
1322,421,0.184447749
421,1322,0.184447749
212,1911,0.184436099
1911,212,0.184436099
915,1322,0.184381281
1322,915,0.184381281
1332,411,0.18436403
411,1332,0.18436403
2131,621,0.184347822
621,2131,0.184347822
1814,1832,0.184341925
1832,1814,0.184341925
2133,1433,0.18429153
1433,2133,0.18429153
2324,2532,0.18426917
2532,2324,0.18426917
421,2124,0.184239526
2124,421,0.184239526
825,321,0.184228542
321,825,0.184228542
1522,2132,0.184221081
2132,1522,0.184221081
1431,2131,0.184219545
2131,1431,0.184219545
423,711,0.184172631
711,423,0.184172631
915,1331,0.184144919
1331,915,0.184144919
2332,1733,0.184101091
1733,2332,0.184101091
1311,915,0.184088748
915,1311,0.184088748
2324,913,0.183984527
913,2324,0.183984527
1923,233,0.183968494
233,1923,0.183968494
2123,2532,0.183960544
2532,2123,0.183960544
2112,234,0.183905911
234,2112,0.183905911
624,935,0.183859672
935,624,0.183859672
1433,2111,0.183857864
2111,1433,0.183857864
1313,1931,0.183840542
1931,1313,0.183840542
624,1312,0.183836747
1312,624,0.183836747
2024,1331,0.183758513
1331,2024,0.183758513
824,1333,0.183695132
1333,824,0.183695132
432,1323,0.18366136
1323,432,0.18366136
634,2331,0.183615975
2331,634,0.183615975
922,1935,0.183614872
1935,922,0.183614872
1822,1323,0.183571235
1323,1822,0.183571235
1331,634,0.183538748
634,1331,0.183538748
935,2322,0.183538013
2322,935,0.183538013
832,2133,0.183515518
2133,832,0.183515518
2322,1522,0.183514162
1522,2322,0.183514162
1932,831,0.183302619
831,1932,0.183302619
913,1311,0.183275022
1311,913,0.183275022
1925,133,0.183252234
133,1925,0.183252234
1923,1511,0.18320978
1511,1923,0.18320978
2132,1421,0.183163749
1421,2132,0.183163749
2324,1723,0.183115144
1723,2324,0.183115144
2133,822,0.183097933
822,2133,0.183097933
413,1311,0.183088713
1311,413,0.183088713
1333,735,0.183075322
735,1333,0.183075322
2113,2511,0.183054596
2511,2113,0.183054596
935,423,0.182993458
423,935,0.182993458
2331,924,0.182991572
924,2331,0.182991572
2332,1211,0.182972803
1211,2332,0.182972803
1135,2111,0.182971294
2111,1135,0.182971294
2122,634,0.182961197
634,2122,0.182961197
413,1312,0.182953571
1312,413,0.182953571
1235,1934,0.1829027
1934,1235,0.1829027
1832,1821,0.182899836
1821,1832,0.182899836
823,1332,0.182897176
1332,823,0.182897176
2233,2331,0.182879551
2331,2233,0.182879551
323,832,0.182877436
832,323,0.182877436
2535,713,0.182865652
713,2535,0.182865652
714,321,0.18283364
321,714,0.18283364
714,2113,0.182825344
2113,714,0.182825344
413,321,0.182786922
321,413,0.182786922
1433,2313,0.182769408
2313,1433,0.182769408
2131,924,0.182697448
924,2131,0.182697448
132,1821,0.182658009
1821,132,0.182658009
914,1322,0.182569527
1322,914,0.182569527
714,831,0.182529258
831,714,0.182529258
711,825,0.182515493
825,711,0.182515493
1311,724,0.182453749
724,1311,0.182453749
634,2112,0.182416587
2112,634,0.182416587
913,1331,0.182411618
1331,913,0.182411618
612,2132,0.182395648
2132,612,0.182395648
831,911,0.182385822
911,831,0.182385822
1312,621,0.182382055
621,1312,0.182382055
2331,2531,0.182370549
2531,2331,0.182370549
1832,1824,0.18236995
1824,1832,0.18236995
324,1333,0.18235999
1333,324,0.18235999
1331,2525,0.182333755
2525,1331,0.182333755
2511,935,0.182313352
935,2511,0.182313352
612,1312,0.182298443
1312,612,0.182298443
823,1923,0.182297326
1923,823,0.182297326
423,424,0.182190746
424,423,0.182190746
324,1324,0.182171662
1324,324,0.182171662
611,1333,0.182165728
1333,611,0.182165728
1832,2324,0.182152607
2324,1832,0.182152607
1212,2131,0.182112492
2131,1212,0.182112492
1523,831,0.182108251
831,1523,0.182108251
1431,832,0.182009986
832,1431,0.182009986
421,1523,0.181991089
1523,421,0.181991089
1333,715,0.181987059
715,1333,0.181987059
2024,1311,0.181953218
1311,2024,0.181953218
2514,2123,0.181949085
2123,2514,0.181949085
832,823,0.181934139
823,832,0.181934139
1011,1324,0.181896032
1324,1011,0.181896032
231,1911,0.181873169
1911,231,0.181873169
1523,825,0.181865986
825,1523,0.181865986
1313,1833,0.181791422
1833,1313,0.181791422
1522,423,0.181715245
423,1522,0.181715245
421,1422,0.181682976
1422,421,0.181682976
2324,421,0.181681407
421,2324,0.181681407
1313,122,0.181654226
122,1313,0.181654226
2322,1523,0.181626269
1523,2322,0.181626269
2124,1422,0.181619193
1422,2124,0.181619193
122,412,0.181573147
412,122,0.181573147
831,1422,0.181502235
1422,831,0.181502235
1323,2525,0.181487676
2525,1323,0.181487676
313,2311,0.181441908
2311,313,0.181441908
1324,1412,0.181380679
1412,1324,0.181380679
1312,332,0.181368717
332,1312,0.181368717
1932,1433,0.18129334
1433,1932,0.18129334
424,2531,0.181292764
2531,424,0.181292764
912,1523,0.18126044
1523,912,0.18126044
822,2112,0.181225269
2112,822,0.181225269
2433,1332,0.18120024
1332,2433,0.18120024
2322,1431,0.181197787
1431,2322,0.181197787
1922,235,0.181139305
235,1922,0.181139305
